time,x,y,z
8.316,-0.01,0.07,0.78
8.316,-0.01,0.08,0.78
8.317,-0.02,0.07,0.77
8.333,-0.01,0.06,0.76
8.334,0.00,0.06,0.78
8.334,0.01,0.06,0.79
8.334,0.02,0.06,0.81
8.353,0.04,0.06,0.81
8.354,0.03,0.06,0.83
8.354,0.02,0.06,0.85
8.355,0.02,0.04,0.87
8.373,0.03,0.06,0.89
8.374,0.03,0.06,0.91
8.375,0.04,0.06,0.91
8.375,0.05,0.05,0.90
8.395,0.04,0.06,0.91
8.397,0.05,0.06,0.92
8.397,0.06,0.07,0.93
8.398,0.06,0.07,0.93
8.413,0.06,0.07,0.94
8.414,0.06,0.07,0.95
8.414,0.06,0.07,0.96
8.415,0.06,0.08,0.99
8.437,0.05,0.06,1.01
8.438,0.06,0.06,1.03
8.438,0.07,0.05,1.03
8.438,0.08,0.05,1.05
8.453,0.09,0.04,1.05
8.454,0.10,0.03,1.07
8.455,0.09,0.03,1.07
8.455,0.10,0.04,1.08
8.474,0.08,0.05,1.08
8.475,0.07,0.06,1.09
8.475,0.06,0.07,1.09
8.475,0.05,0.08,1.09
8.497,0.04,0.07,1.08
8.498,0.04,0.08,1.08
8.498,0.03,0.08,1.08
8.498,0.03,0.07,1.06
8.514,0.02,0.07,1.04
8.515,0.03,0.06,1.05
8.515,0.03,0.05,1.06
8.515,0.05,0.04,1.07
8.534,0.03,0.03,1.08
8.535,0.05,0.01,1.10
8.535,0.05,-0.01,1.11
8.536,0.06,-0.02,1.13
8.558,0.07,-0.03,1.13
8.559,0.08,-0.04,1.14
8.559,0.10,-0.05,1.13
8.559,0.10,-0.05,1.14
8.593,0.09,-0.04,1.14
8.594,0.09,-0.03,1.12
8.595,0.09,-0.02,1.11
8.595,0.07,-0.01,1.08
8.596,0.05,-0.01,1.07
8.596,0.03,-0.01,1.05
8.597,0.02,-0.02,1.05
8.597,-0.01,-0.05,1.08
8.614,-0.03,-0.06,1.11
8.615,-0.04,-0.08,1.15
8.615,-0.06,-0.10,1.19
8.616,-0.06,-0.11,1.25
8.634,-0.07,-0.12,1.30
8.635,-0.09,-0.15,1.35
8.635,-0.08,-0.17,1.41
8.636,-0.06,-0.20,1.45
8.654,-0.05,-0.23,1.51
8.655,-0.05,-0.23,1.55
8.656,-0.03,-0.24,1.59
8.656,-0.01,-0.23,1.60
8.674,-0.01,-0.22,1.56
8.675,-0.01,-0.20,1.48
8.676,-0.00,-0.20,1.38
8.677,-0.01,-0.18,1.28
8.694,-0.00,-0.16,1.17
8.695,-0.01,-0.14,1.09
8.695,-0.01,-0.13,0.99
8.696,-0.02,-0.09,0.88
8.718,-0.04,-0.07,0.77
8.719,-0.06,-0.05,0.67
8.719,-0.06,-0.04,0.61
8.720,-0.08,-0.03,0.55
8.747,-0.09,-0.02,0.52
8.748,-0.11,-0.02,0.53
8.748,-0.13,-0.01,0.58
8.749,-0.14,-0.02,0.65
8.756,-0.14,-0.01,0.75
8.757,-0.12,-0.04,0.85
8.757,-0.10,-0.04,0.94
8.758,-0.08,-0.08,0.99
8.775,-0.06,-0.10,1.03
8.776,-0.03,-0.13,1.08
8.776,-0.00,-0.15,1.10
8.777,0.01,-0.15,1.12
8.795,0.04,-0.16,1.13
8.795,0.05,-0.17,1.13
8.796,0.05,-0.17,1.11
8.796,0.04,-0.16,1.07
8.815,0.04,-0.15,1.05
8.816,0.02,-0.15,1.02
8.816,0.01,-0.12,1.00
8.816,0.02,-0.11,0.98
8.834,-0.00,-0.10,0.96
8.836,0.00,-0.09,0.95
8.836,0.00,-0.08,0.92
8.837,0.02,-0.06,0.90
8.856,0.01,-0.05,0.88
8.857,0.00,-0.03,0.86
8.858,-0.00,-0.03,0.85
8.859,0.00,-0.02,0.84
8.883,0.01,-0.02,0.83
8.884,0.01,-0.00,0.83
8.884,0.01,0.02,0.82
8.885,0.01,0.02,0.81
8.895,0.02,0.02,0.82
8.896,0.02,0.03,0.81
8.896,0.02,0.04,0.82
8.897,0.02,0.04,0.80
8.915,0.02,0.06,0.79
8.916,0.02,0.05,0.78
8.917,0.03,0.06,0.80
8.917,0.02,0.06,0.79
8.935,0.02,0.06,0.80
8.936,0.02,0.07,0.80
8.937,0.01,0.08,0.81
8.937,0.01,0.09,0.82
8.955,0.00,0.09,0.80
8.956,0.00,0.10,0.80
8.957,-0.00,0.08,0.82
8.957,-0.01,0.08,0.83
8.976,-0.01,0.08,0.86
8.977,-0.01,0.09,0.88
8.977,-0.01,0.09,0.91
8.978,-0.02,0.08,0.94
9.011,-0.03,0.08,0.95
9.011,-0.03,0.07,0.99
9.012,-0.03,0.06,1.02
9.012,-0.03,0.05,1.05
9.015,-0.02,0.05,1.08
9.016,-0.03,0.05,1.11
9.016,-0.03,0.05,1.13
9.017,-0.02,0.06,1.15
9.036,-0.02,0.05,1.16
9.037,-0.01,0.04,1.15
9.037,-0.01,0.03,1.16
9.038,-0.02,0.02,1.15
9.056,-0.03,0.02,1.14
9.057,-0.03,0.02,1.12
9.057,-0.05,0.03,1.14
9.058,-0.05,0.02,1.14
9.076,-0.06,0.02,1.15
9.077,-0.05,0.03,1.15
9.078,-0.04,0.03,1.16
9.078,-0.04,0.03,1.16
9.096,-0.04,0.03,1.17
9.096,-0.03,0.04,1.18
9.097,-0.03,0.03,1.17
9.097,-0.02,0.02,1.18
9.118,-0.01,0.02,1.18
9.119,-0.01,0.01,1.17
9.119,-0.01,0.02,1.16
9.120,-0.01,0.01,1.15
9.145,-0.02,0.01,1.15
9.147,-0.01,-0.01,1.16
9.147,-0.00,-0.01,1.14
9.148,-0.00,-0.01,1.13
9.156,0.00,-0.01,1.09
9.157,0.01,0.01,1.05
9.158,0.01,0.00,1.03
9.159,0.02,0.00,1.02
9.177,0.02,-0.00,1.02
9.178,0.01,-0.01,1.04
9.178,0.00,-0.02,1.04
9.179,-0.01,-0.04,1.05
9.197,-0.01,-0.05,1.08
9.198,-0.01,-0.05,1.12
9.198,-0.00,-0.05,1.17
9.199,-0.01,-0.06,1.21
9.216,0.01,-0.08,1.26
9.217,0.02,-0.09,1.30
9.218,0.01,-0.10,1.33
9.218,0.00,-0.12,1.35
9.244,0.00,-0.12,1.39
9.244,0.00,-0.14,1.42
9.244,-0.01,-0.14,1.44
9.245,-0.01,-0.14,1.47
9.279,-0.02,-0.15,1.47
9.281,-0.02,-0.15,1.44
9.281,-0.02,-0.16,1.39
9.282,-0.00,-0.15,1.33
9.283,0.00,-0.14,1.22
9.286,0.01,-0.13,1.13
9.287,0.01,-0.12,1.04
9.288,0.02,-0.10,0.95
9.297,0.03,-0.07,0.86
9.298,0.02,-0.05,0.81
9.298,0.02,-0.04,0.77
9.299,0.04,-0.04,0.72
9.317,0.04,-0.03,0.68
9.318,0.04,-0.04,0.65
9.318,0.03,-0.05,0.65
9.318,0.04,-0.04,0.64
9.337,0.06,-0.06,0.66
9.337,0.05,-0.06,0.71
9.338,0.07,-0.06,0.76
9.338,0.06,-0.06,0.85
9.357,0.07,-0.07,0.91
9.358,0.08,-0.08,0.98
9.358,0.07,-0.09,1.02
9.359,0.06,-0.11,1.05
9.377,0.06,-0.11,1.05
9.377,0.05,-0.12,1.07
9.378,0.06,-0.13,1.05
9.378,0.05,-0.13,1.05
9.398,0.04,-0.11,1.04
9.399,0.03,-0.11,1.03
9.399,0.02,-0.10,1.02
9.400,0.01,-0.09,1.02
9.427,0.01,-0.07,1.01
9.428,0.00,-0.07,1.01
9.429,0.01,-0.06,1.00
9.430,-0.01,-0.05,0.99
9.437,-0.01,-0.03,0.97
9.438,-0.01,-0.03,0.94
9.439,0.00,-0.02,0.91
9.439,0.01,-0.01,0.89
9.457,0.01,-0.00,0.87
9.458,0.02,0.00,0.86
9.459,0.03,0.02,0.86
9.459,0.05,0.01,0.83
9.477,0.06,0.03,0.84
9.478,0.06,0.03,0.82
9.478,0.07,0.03,0.83
9.479,0.07,0.03,0.81
9.498,0.07,0.04,0.82
9.499,0.07,0.05,0.82
9.499,0.06,0.05,0.83
9.499,0.06,0.06,0.83
9.517,0.05,0.06,0.85
9.518,0.05,0.07,0.85
9.519,0.03,0.08,0.86
9.519,0.03,0.08,0.86
9.540,0.02,0.09,0.87
9.541,-0.00,0.09,0.86
9.541,-0.01,0.10,0.88
9.541,-0.02,0.10,0.89
9.570,-0.01,0.09,0.91
9.571,0.02,0.08,0.93
9.571,0.03,0.08,0.95
9.572,0.03,0.07,0.98
9.577,0.06,0.08,0.98
9.578,0.08,0.07,0.99
9.578,0.08,0.06,1.01
9.579,0.07,0.05,1.03
9.598,0.08,0.05,1.04
9.599,0.07,0.05,1.05
9.600,0.05,0.05,1.06
9.600,0.04,0.05,1.05
9.619,0.05,0.07,1.04
9.619,0.03,0.06,1.04
9.620,0.03,0.07,1.04
9.620,0.02,0.06,1.03
9.641,0.02,0.07,1.03
9.642,0.03,0.08,1.04
9.643,0.04,0.06,1.03
9.643,0.04,0.07,1.03
9.658,0.04,0.06,1.04
9.659,0.04,0.07,1.04
9.659,0.04,0.07,1.06
9.660,0.02,0.07,1.07
9.681,0.01,0.07,1.07
9.682,0.00,0.07,1.07
9.682,-0.01,0.06,1.06
9.683,0.00,0.05,1.05
9.714,0.01,0.04,1.04
9.715,0.01,0.02,1.06
9.715,0.02,0.01,1.07
9.716,0.03,-0.00,1.10
9.722,0.04,-0.01,1.10
9.723,0.06,-0.01,1.10
9.724,0.08,-0.01,1.08
9.724,0.09,-0.01,1.06
9.739,0.09,0.02,1.03
9.739,0.07,0.02,1.01
9.740,0.06,0.02,0.99
9.741,0.04,0.01,0.99
9.758,0.03,-0.00,1.02
9.759,0.01,-0.02,1.05
9.759,-0.01,-0.02,1.09
9.760,-0.03,-0.04,1.13
9.780,-0.05,-0.06,1.18
9.781,-0.06,-0.08,1.23
9.781,-0.05,-0.11,1.28
9.782,-0.03,-0.15,1.36
9.798,-0.02,-0.17,1.41
9.799,0.00,-0.18,1.46
9.800,0.01,-0.19,1.48
9.800,0.04,-0.20,1.48
9.819,0.05,-0.21,1.45
9.821,0.07,-0.21,1.40
9.821,0.10,-0.21,1.35
9.822,0.08,-0.20,1.28
9.847,0.09,-0.19,1.22
9.848,0.08,-0.17,1.16
9.849,0.06,-0.15,1.09
9.849,0.03,-0.12,1.04
9.859,0.02,-0.11,0.96
9.860,0.00,-0.08,0.90
9.860,-0.01,-0.08,0.87
9.861,-0.02,-0.08,0.83
9.879,-0.04,-0.09,0.80
9.880,-0.04,-0.09,0.81
9.880,-0.05,-0.10,0.82
9.881,-0.05,-0.12,0.84
9.899,-0.05,-0.12,0.86
9.900,-0.05,-0.13,0.89
9.900,-0.04,-0.15,0.95
9.901,-0.03,-0.17,1.00
9.919,-0.02,-0.19,1.07
9.920,-0.00,-0.21,1.12
9.921,0.00,-0.22,1.17
9.922,0.02,-0.21,1.20
9.939,0.03,-0.22,1.22
9.940,0.04,-0.22,1.21
9.941,0.04,-0.19,1.20
9.941,0.03,-0.19,1.18
9.966,0.03,-0.18,1.14
9.967,0.03,-0.16,1.09
9.968,0.02,-0.14,1.03
9.968,-0.02,-0.12,0.99
9.979,-0.03,-0.09,0.96
9.980,-0.05,-0.08,0.92
9.980,-0.05,-0.07,0.89
9.981,-0.07,-0.05,0.88
10.001,-0.08,-0.05,0.89
10.002,-0.09,-0.04,0.88
10.002,-0.09,-0.05,0.88
10.003,-0.06,-0.06,0.89
10.020,-0.07,-0.06,0.89
10.021,-0.06,-0.05,0.92
10.022,-0.04,-0.05,0.94
10.023,-0.04,-0.05,0.94
10.044,-0.04,-0.05,0.96
10.045,-0.03,-0.04,0.95
10.045,-0.00,-0.05,0.97
10.046,0.01,-0.06,0.98
10.060,0.02,-0.08,0.99
10.061,0.04,-0.08,1.00
10.061,0.05,-0.09,1.00
10.061,0.07,-0.08,0.99
10.080,0.09,-0.09,1.00
10.081,0.10,-0.09,1.01
10.081,0.10,-0.10,0.99
10.082,0.09,-0.09,0.99
10.100,0.09,-0.08,0.98
10.101,0.08,-0.08,0.97
10.102,0.07,-0.08,0.97
10.102,0.05,-0.07,0.95
10.127,0.04,-0.07,0.95
10.128,0.03,-0.06,0.95
10.129,0.01,-0.04,0.95
10.129,-0.01,-0.03,0.98
10.140,-0.02,-0.04,1.02
10.141,-0.02,-0.03,1.05
10.142,-0.01,-0.03,1.06
10.142,-0.02,-0.04,1.08
10.160,-0.03,-0.05,1.09
10.161,-0.02,-0.05,1.10
10.161,-0.02,-0.05,1.11
10.162,-0.01,-0.06,1.11
10.180,-0.02,-0.06,1.10
10.181,-0.03,-0.06,1.09
10.181,-0.03,-0.05,1.09
10.182,-0.03,-0.06,1.08
10.200,-0.02,-0.05,1.06
10.201,-0.02,-0.05,1.04
10.201,-0.02,-0.05,1.02
10.202,-0.02,-0.05,1.00
10.220,-0.02,-0.05,1.01
10.221,-0.02,-0.05,1.01
10.221,-0.00,-0.05,1.00
10.222,-0.00,-0.04,1.02
10.241,-0.00,-0.03,1.02
10.242,-0.01,-0.03,1.02
10.242,-0.01,-0.02,1.04
10.242,-0.02,-0.01,1.03
10.279,-0.03,-0.00,1.02
10.280,-0.03,0.01,1.01
10.281,-0.05,0.02,1.00
10.282,-0.04,0.02,1.00
10.282,-0.05,0.02,1.01
10.283,-0.05,0.03,1.00
10.284,-0.04,0.02,0.99
10.284,-0.04,0.02,1.01
10.301,-0.04,0.02,1.01
10.302,-0.04,0.00,1.02
10.302,-0.04,0.00,1.02
10.302,-0.03,0.00,1.03
10.321,-0.03,-0.01,1.04
10.322,-0.02,-0.01,1.05
10.322,-0.02,-0.03,1.08
10.323,-0.00,-0.03,1.10
10.341,-0.00,-0.04,1.10
10.342,0.00,-0.05,1.10
10.342,0.00,-0.03,1.10
10.343,0.02,-0.04,1.08
10.361,0.02,-0.03,1.06
10.361,0.02,-0.03,1.04
10.362,0.02,-0.02,1.02
10.362,0.01,-0.01,1.02
10.381,0.01,-0.00,1.01
10.382,0.01,0.01,0.99
10.382,0.01,0.02,0.97
10.383,0.01,0.03,0.95
10.421,0.03,0.03,0.93
10.422,0.03,0.04,0.89
10.423,0.02,0.03,0.85
10.424,0.02,0.03,0.83
10.424,0.01,0.03,0.82
10.425,-0.00,0.04,0.82
10.426,-0.00,0.05,0.83
10.427,-0.01,0.05,0.85
10.441,-0.02,0.04,0.88
10.442,-0.02,0.05,0.92
10.443,-0.02,0.04,0.95
10.443,-0.00,0.03,0.98
10.461,0.01,0.04,0.99
10.462,0.02,0.03,1.01
10.463,0.02,0.02,1.02
10.463,0.02,0.03,1.03
10.482,0.02,0.02,1.03
10.483,0.00,0.03,1.04
10.483,-0.01,0.03,1.03
10.484,-0.01,0.03,1.01
10.501,-0.01,0.03,1.01
10.502,-0.01,0.03,1.00
10.503,-0.01,0.02,1.01
10.503,-0.01,0.03,1.03
10.522,0.00,0.02,1.05
10.523,0.01,0.03,1.05
10.523,0.01,0.03,1.08
10.524,0.01,0.03,1.10
10.565,0.02,0.03,1.09
10.566,0.02,0.04,1.06
10.567,0.02,0.05,1.05
10.567,0.00,0.05,1.02
10.568,0.01,0.05,0.99
10.568,0.01,0.06,0.98
10.568,0.01,0.06,0.98
10.569,0.00,0.06,0.99
10.584,0.01,0.05,0.99
10.585,0.01,0.05,1.00
10.585,0.01,0.06,1.01
10.585,0.01,0.05,1.00
10.602,0.02,0.07,0.99
10.603,0.01,0.07,0.98
10.604,0.00,0.09,0.99
10.604,0.00,0.09,0.99
10.622,-0.00,0.09,1.00
10.623,0.00,0.09,0.98
10.623,-0.00,0.08,0.99
10.624,-0.00,0.08,0.99
10.642,-0.01,0.08,1.02
10.643,-0.02,0.08,1.06
10.643,-0.01,0.09,1.11
10.644,-0.02,0.09,1.13
10.665,-0.02,0.10,1.14
10.665,-0.03,0.10,1.15
10.666,-0.03,0.10,1.15
10.666,-0.02,0.09,1.15
10.696,-0.01,0.09,1.12
10.698,-0.00,0.09,1.06
10.699,0.00,0.08,1.00
10.700,-0.01,0.08,0.97
10.704,-0.01,0.08,0.96
10.705,-0.01,0.07,0.96
10.706,0.00,0.07,0.97
10.706,0.02,0.05,0.99
10.722,0.02,0.04,1.01
10.723,0.02,0.04,1.02
10.723,0.03,0.03,1.04
10.724,0.05,0.03,1.05
10.742,0.05,0.03,1.05
10.743,0.06,0.03,1.04
10.744,0.01,0.05,1.04
10.744,0.03,0.04,1.02
10.762,0.03,0.04,1.00
10.763,0.03,0.04,0.99
10.764,0.02,0.04,0.97
10.764,0.01,0.04,0.97
10.783,-0.01,0.06,0.97
10.784,-0.02,0.07,0.98
10.784,-0.01,0.07,0.99
10.784,-0.02,0.07,0.99
10.810,-0.02,0.08,1.00
10.811,-0.01,0.09,1.02
10.812,0.00,0.07,1.05
10.812,0.02,0.07,1.04
10.823,0.04,0.07,0.99
10.824,0.04,0.07,0.94
10.824,0.04,0.07,0.92
10.825,0.03,0.08,0.92
10.843,0.03,0.08,0.92
10.844,0.03,0.08,0.94
10.844,0.02,0.07,0.94
10.845,0.02,0.07,0.94
10.863,0.02,0.07,0.97
10.864,0.01,0.08,0.99
10.864,0.01,0.08,1.02
10.865,0.00,0.08,1.02
10.883,0.01,0.08,1.01
10.884,0.01,0.08,0.99
10.885,0.02,0.08,0.98
10.885,0.00,0.08,0.98
10.903,0.00,0.08,0.98
10.904,-0.00,0.09,0.98
10.904,0.00,0.09,0.99
10.905,0.01,0.08,1.01
10.924,0.01,0.08,1.01
10.925,0.03,0.06,1.02
10.925,0.04,0.06,1.04
10.925,0.04,0.06,0.97
10.960,0.02,0.08,0.84
10.961,0.01,0.10,1.02
10.962,0.01,0.06,1.13
10.963,0.03,0.04,1.12
10.968,0.04,0.05,1.11
10.969,0.04,0.06,1.12
10.970,0.01,0.06,1.14
10.971,-0.00,0.07,1.15
10.983,-0.01,0.07,1.14
10.984,-0.01,0.06,1.15
10.985,-0.01,0.07,1.16
10.985,-0.01,0.06,1.15
11.003,0.01,0.06,1.14
11.004,0.00,0.06,1.13
11.004,-0.00,0.07,1.12
11.005,-0.01,0.07,1.13
11.023,-0.02,0.10,1.13
11.024,-0.01,0.09,1.11
11.024,0.00,0.08,1.07
11.025,-0.03,0.09,1.04
