time,x,y,z
4.350,0.16,0.05,0.83
4.350,0.16,0.05,0.85
4.350,0.16,0.03,0.87
4.373,0.15,0.03,0.87
4.373,0.13,0.03,0.90
4.374,0.14,0.02,0.91
4.375,0.13,0.02,0.93
4.385,0.14,0.01,0.96
4.385,0.15,0.01,0.98
4.385,0.15,0.01,1.00
4.386,0.15,0.01,1.01
4.405,0.14,0.00,1.00
4.406,0.13,0.01,1.03
4.406,0.14,0.01,1.04
4.407,0.13,0.01,1.04
4.425,0.12,0.01,1.05
4.426,0.13,0.01,1.08
4.427,0.12,0.03,1.09
4.427,0.12,0.02,1.10
4.446,0.12,0.03,1.11
4.446,0.12,0.04,1.10
4.447,0.12,0.04,1.12
4.447,0.13,0.04,1.12
4.465,0.12,0.04,1.13
4.466,0.12,0.04,1.13
4.466,0.12,0.05,1.14
4.467,0.12,0.05,1.14
4.485,0.12,0.05,1.13
4.486,0.11,0.05,1.14
4.487,0.10,0.06,1.14
4.487,0.10,0.07,1.14
4.507,0.09,0.06,1.14
4.508,0.09,0.07,1.15
4.509,0.08,0.07,1.15
4.509,0.08,0.07,1.15
4.526,0.08,0.08,1.17
4.530,0.11,0.08,1.15
4.531,0.11,0.09,1.13
4.531,0.12,0.09,1.13
4.546,0.11,0.08,1.13
4.546,0.11,0.07,1.11
4.547,0.08,0.07,1.13
4.547,0.07,0.07,1.15
4.566,0.02,0.08,1.20
4.567,-0.01,0.07,1.26
4.567,-0.03,0.08,1.34
4.568,-0.06,0.09,1.43
4.586,-0.10,0.10,1.49
4.587,-0.12,0.11,1.54
4.588,-0.14,0.10,1.58
4.588,-0.13,0.11,1.61
4.611,-0.14,0.11,1.62
4.611,-0.12,0.11,1.60
4.612,-0.10,0.11,1.54
4.612,-0.08,0.12,1.47
4.626,-0.07,0.12,1.37
4.627,-0.05,0.11,1.27
4.627,-0.05,0.10,1.18
4.628,-0.04,0.10,1.09
4.647,-0.03,0.08,1.00
4.648,-0.04,0.10,0.90
4.649,-0.04,0.11,0.82
4.649,-0.04,0.10,0.76
4.667,-0.03,0.11,0.73
4.667,-0.03,0.11,0.70
4.668,-0.02,0.11,0.70
4.669,-0.04,0.12,0.73
4.687,-0.03,0.12,0.78
4.688,-0.02,0.13,0.83
4.689,-0.02,0.14,0.93
4.689,-0.03,0.14,1.01
4.707,-0.02,0.15,1.09
4.708,-0.02,0.14,1.15
4.708,-0.03,0.15,1.18
4.709,-0.01,0.16,1.21
4.727,-0.01,0.16,1.23
4.728,0.01,0.16,1.21
4.728,0.00,0.15,1.20
4.729,0.00,0.14,1.14
4.747,0.00,0.14,1.08
4.748,0.01,0.13,1.00
4.748,0.02,0.11,0.94
4.749,0.02,0.11,0.88
4.767,0.02,0.11,0.82
4.768,0.03,0.11,0.79
4.769,0.04,0.10,0.76
4.769,0.05,0.10,0.74
4.788,0.06,0.10,0.73
4.789,0.07,0.10,0.74
4.789,0.07,0.09,0.75
4.789,0.07,0.09,0.76
4.808,0.08,0.10,0.75
4.809,0.09,0.10,0.76
4.809,0.09,0.09,0.76
4.810,0.09,0.09,0.76
4.828,0.10,0.08,0.74
4.828,0.09,0.08,0.74
4.829,0.10,0.09,0.74
4.829,0.11,0.08,0.74
4.848,0.11,0.08,0.72
4.849,0.11,0.07,0.71
4.849,0.13,0.06,0.71
4.849,0.13,0.05,0.72
4.868,0.12,0.05,0.71
4.869,0.12,0.04,0.70
4.870,0.13,0.04,0.73
4.870,0.14,0.05,0.74
4.888,0.14,0.04,0.75
4.889,0.15,0.05,0.78
4.890,0.13,0.05,0.81
4.890,0.14,0.05,0.85
4.909,0.14,0.06,0.91
4.910,0.13,0.06,0.94
4.910,0.13,0.05,0.99
4.910,0.11,0.06,1.04
4.930,0.10,0.06,1.07
4.931,0.09,0.07,1.10
4.931,0.09,0.07,1.12
4.931,0.11,0.08,1.14
4.954,0.10,0.10,1.15
4.955,0.11,0.10,1.17
4.955,0.12,0.09,1.17
4.956,0.13,0.10,1.17
5.084,0.13,0.09,1.14
5.085,0.13,0.10,1.12
5.085,0.13,0.10,1.09
5.086,0.13,0.10,1.06
5.089,0.13,0.10,1.02
5.090,0.14,0.10,1.00
5.091,0.16,0.10,0.98
5.091,0.17,0.10,0.99
5.092,0.18,0.10,1.00
5.092,0.19,0.10,1.01
5.093,0.20,0.09,1.02
5.093,0.20,0.10,1.03
5.093,0.21,0.09,1.03
5.097,0.20,0.09,1.05
5.098,0.19,0.08,1.04
5.098,0.18,0.08,1.07
5.099,0.17,0.09,1.09
5.099,0.14,0.08,1.13
5.099,0.12,0.08,1.14
5.100,0.11,0.07,1.16
5.100,0.10,0.07,1.20
5.100,0.10,0.07,1.24
5.101,0.10,0.08,1.26
5.102,0.11,0.08,1.27
5.102,0.14,0.08,1.27
5.102,0.15,0.08,1.24
5.103,0.15,0.07,1.23
5.109,0.14,0.07,1.21
5.110,0.11,0.06,1.18
5.110,0.09,0.05,1.17
5.111,0.08,0.05,1.19
5.125,0.08,0.05,1.21
5.126,0.06,0.04,1.24
5.127,0.04,0.04,1.28
5.127,0.01,0.05,1.31
5.145,-0.00,0.05,1.34
5.145,-0.03,0.06,1.37
5.146,-0.06,0.09,1.40
5.146,-0.07,0.09,1.45
5.165,-0.06,0.11,1.48
5.166,-0.06,0.12,1.49
5.166,-0.05,0.13,1.47
5.167,-0.04,0.14,1.43
5.186,-0.01,0.13,1.34
5.187,0.01,0.11,1.23
5.188,0.01,0.10,1.13
5.188,0.00,0.09,0.99
5.205,-0.02,0.07,0.88
5.206,-0.03,0.06,0.77
5.207,-0.04,0.06,0.70
5.207,-0.05,0.05,0.67
5.225,-0.05,0.05,0.65
5.226,-0.03,0.04,0.68
5.226,-0.02,0.04,0.72
5.227,0.00,0.04,0.76
5.245,-0.00,0.03,0.81
5.246,-0.01,0.04,0.87
5.246,-0.00,0.03,0.93
5.247,-0.00,0.04,0.98
5.265,0.00,0.03,1.03
5.266,0.01,0.03,1.07
5.267,0.01,0.03,1.08
5.267,-0.00,0.02,1.08
5.288,-0.01,0.02,1.09
5.289,-0.01,0.03,1.11
5.290,-0.02,0.03,1.13
5.290,-0.03,0.04,1.13
5.314,-0.02,0.04,1.14
5.315,-0.01,0.04,1.13
5.315,-0.01,0.04,1.14
5.316,-0.02,0.03,1.12
5.326,-0.01,0.03,1.09
5.327,-0.01,0.04,1.06
5.328,-0.01,0.03,1.01
5.329,-0.02,0.04,0.95
5.346,-0.01,0.04,0.90
5.347,0.01,0.03,0.85
5.347,0.01,0.04,0.81
5.348,0.00,0.03,0.79
5.366,0.02,0.04,0.77
5.367,0.04,0.04,0.76
5.368,0.06,0.04,0.75
5.368,0.07,0.03,0.73
5.386,0.07,0.04,0.74
5.387,0.07,0.06,0.73
5.388,0.08,0.06,0.73
5.388,0.09,0.06,0.74
5.407,0.08,0.07,0.75
5.408,0.09,0.07,0.77
5.408,0.09,0.06,0.78
5.409,0.10,0.07,0.79
5.426,0.10,0.07,0.81
5.427,0.10,0.07,0.82
5.427,0.10,0.07,0.84
5.427,0.11,0.06,0.86
5.448,0.11,0.06,0.85
5.450,0.11,0.06,0.84
5.450,0.10,0.07,0.85
5.450,0.12,0.06,0.85
5.468,0.11,0.07,0.84
5.468,0.11,0.06,0.83
5.469,0.12,0.05,0.83
5.469,0.13,0.06,0.83
5.487,0.13,0.06,0.82
5.488,0.13,0.06,0.85
5.489,0.13,0.05,0.87
5.490,0.13,0.05,0.89
5.507,0.13,0.06,0.92
5.508,0.14,0.06,0.93
5.508,0.13,0.06,0.96
5.509,0.14,0.07,0.98
5.527,0.15,0.07,1.01
5.528,0.14,0.07,1.02
5.532,0.13,0.06,1.03
5.533,0.14,0.07,1.04
5.547,0.14,0.07,1.05
5.548,0.14,0.08,1.05
5.549,0.14,0.09,1.07
5.549,0.16,0.09,1.08
5.570,0.16,0.09,1.10
5.571,0.16,0.09,1.12
5.572,0.15,0.09,1.14
5.572,0.14,0.08,1.16
5.597,0.14,0.10,1.18
5.599,0.12,0.09,1.18
5.599,0.12,0.08,1.17
5.600,0.11,0.08,1.17
5.608,0.10,0.07,1.16
5.609,0.09,0.07,1.16
5.609,0.08,0.07,1.17
5.610,0.08,0.06,1.18
5.628,0.08,0.06,1.19
5.629,0.08,0.06,1.21
5.629,0.08,0.06,1.21
5.630,0.08,0.07,1.21
5.648,0.09,0.09,1.21
5.649,0.11,0.08,1.19
5.650,0.11,0.08,1.19
5.650,0.11,0.09,1.18
5.668,0.10,0.09,1.17
5.669,0.10,0.09,1.17
5.669,0.09,0.09,1.17
5.670,0.08,0.09,1.17
5.689,0.06,0.10,1.17
5.689,0.04,0.10,1.18
5.690,0.02,0.10,1.20
5.690,-0.02,0.11,1.24
5.708,-0.06,0.12,1.30
5.709,-0.09,0.12,1.36
5.709,-0.11,0.13,1.41
5.709,-0.11,0.12,1.46
5.728,-0.09,0.12,1.50
5.729,-0.09,0.12,1.49
5.729,-0.07,0.12,1.47
5.730,-0.04,0.13,1.40
5.752,-0.02,0.12,1.32
5.753,-0.01,0.12,1.26
5.753,0.00,0.13,1.17
5.754,0.01,0.13,1.09
5.769,0.01,0.13,1.03
5.769,0.01,0.13,0.97
5.770,-0.01,0.14,0.93
5.770,-0.02,0.15,0.87
5.789,-0.02,0.16,0.84
5.790,-0.05,0.16,0.83
5.790,-0.06,0.17,0.86
5.790,-0.06,0.17,0.89
5.809,-0.05,0.18,0.94
5.810,-0.04,0.18,0.98
5.810,-0.04,0.19,1.05
5.811,-0.05,0.18,1.08
5.829,-0.05,0.19,1.11
5.830,-0.04,0.19,1.14
5.831,-0.02,0.18,1.13
5.832,-0.02,0.18,1.09
5.853,-0.00,0.16,1.07
5.854,-0.00,0.16,1.03
5.854,0.01,0.15,0.97
5.855,0.01,0.14,0.93
5.884,0.01,0.13,0.88
5.885,0.04,0.12,0.84
5.886,0.03,0.11,0.81
5.886,0.05,0.09,0.78
5.889,0.05,0.09,0.74
5.890,0.05,0.08,0.70
5.890,0.07,0.09,0.68
5.891,0.08,0.07,0.66
5.910,0.09,0.07,0.66
5.911,0.09,0.07,0.67
5.912,0.10,0.07,0.69
5.912,0.11,0.08,0.69
5.930,0.12,0.08,0.69
5.931,0.12,0.08,0.70
5.931,0.12,0.07,0.70
5.932,0.12,0.07,0.69
5.951,0.14,0.07,0.69
5.952,0.15,0.08,0.70
5.952,0.16,0.07,0.70
5.952,0.16,0.07,0.69
5.970,0.16,0.07,0.68
5.971,0.18,0.06,0.69
5.972,0.17,0.05,0.69
5.972,0.16,0.04,0.68
5.991,0.16,0.05,0.68
5.992,0.16,0.05,0.68
5.992,0.17,0.04,0.69
5.993,0.17,0.04,0.72
6.010,0.17,0.03,0.74
6.011,0.17,0.04,0.76
6.012,0.17,0.03,0.79
6.012,0.17,0.03,0.82
6.033,0.15,0.04,0.85
6.034,0.15,0.05,0.90
6.041,0.15,0.04,0.93
6.041,0.13,0.05,0.99
6.050,0.13,0.05,1.07
6.051,0.13,0.06,1.12
6.052,0.14,0.07,1.17
6.052,0.15,0.08,1.21
6.070,0.13,0.07,1.23
6.071,0.13,0.09,1.24
6.072,0.11,0.08,1.23
6.072,0.10,0.08,1.23
6.091,0.10,0.08,1.23
6.091,0.10,0.07,1.23
6.092,0.09,0.08,1.24
6.092,0.09,0.08,1.23
6.111,0.11,0.08,1.20
6.112,0.11,0.09,1.18
6.112,0.12,0.09,1.17
6.113,0.12,0.09,1.15
6.135,0.15,0.09,1.12
6.136,0.14,0.09,1.09
6.136,0.16,0.08,1.08
6.136,0.16,0.09,1.08
6.165,0.17,0.08,1.08
6.166,0.15,0.07,1.10
6.166,0.16,0.07,1.09
6.166,0.14,0.06,1.12
6.171,0.12,0.06,1.13
6.172,0.12,0.07,1.15
6.172,0.12,0.07,1.15
6.172,0.14,0.06,1.17
6.192,0.14,0.06,1.19
6.193,0.13,0.06,1.19
6.193,0.13,0.05,1.18
6.193,0.11,0.03,1.16
6.212,0.09,0.03,1.17
6.213,0.06,0.03,1.20
6.213,0.04,0.02,1.26
6.214,0.02,0.03,1.35
6.232,-0.01,0.03,1.44
6.233,-0.02,0.04,1.51
6.233,-0.03,0.05,1.56
6.234,-0.05,0.07,1.60
6.252,-0.03,0.07,1.63
6.253,-0.04,0.08,1.63
6.254,-0.03,0.09,1.60
6.254,-0.02,0.09,1.55
6.272,0.00,0.09,1.47
6.273,0.01,0.10,1.39
6.273,0.03,0.10,1.31
6.273,0.04,0.11,1.24
6.295,0.05,0.10,1.16
6.296,0.06,0.08,1.09
6.296,0.07,0.08,1.01
6.296,0.06,0.06,0.93
6.318,0.07,0.06,0.85
6.319,0.06,0.06,0.80
6.319,0.05,0.05,0.77
6.320,0.04,0.06,0.73
6.333,0.04,0.05,0.73
6.334,0.04,0.05,0.72
6.335,0.04,0.04,0.74
6.335,0.03,0.04,0.75
6.353,0.03,0.03,0.82
6.353,0.03,0.03,0.87
6.354,0.03,0.04,0.93
6.355,0.04,0.04,0.99
6.372,0.05,0.04,1.04
6.373,0.06,0.04,1.06
6.373,0.06,0.04,1.08
6.374,0.05,0.04,1.10
6.393,0.04,0.05,1.11
6.394,0.04,0.05,1.12
6.394,0.03,0.07,1.11
6.395,0.02,0.07,1.10
6.417,0.01,0.07,1.08
6.418,0.00,0.08,1.05
6.419,-0.00,0.07,1.03
6.419,-0.01,0.08,0.99
6.450,-0.00,0.08,0.96
6.450,0.00,0.09,0.93
6.451,0.01,0.08,0.89
6.451,0.01,0.08,0.86
6.453,0.02,0.10,0.80
6.453,0.01,0.10,0.79
6.454,0.02,0.10,0.76
6.454,0.04,0.10,0.76
6.473,0.06,0.10,0.76
6.474,0.06,0.09,0.73
6.474,0.07,0.10,0.71
6.475,0.08,0.10,0.70
6.493,0.10,0.09,0.68
6.494,0.09,0.09,0.65
6.495,0.10,0.10,0.64
6.495,0.09,0.10,0.65
6.514,0.09,0.11,0.66
6.515,0.10,0.11,0.66
6.516,0.10,0.10,0.67
6.516,0.10,0.11,0.68
6.534,0.10,0.11,0.68
6.535,0.11,0.11,0.68
6.542,0.11,0.12,0.70
6.543,0.11,0.12,0.73
6.554,0.10,0.12,0.74
6.555,0.10,0.12,0.77
6.555,0.09,0.10,0.81
6.555,0.09,0.11,0.84
6.579,0.07,0.10,0.88
6.580,0.07,0.10,0.92
6.580,0.08,0.09,0.96
6.581,0.08,0.10,0.98
6.594,0.10,0.10,1.01
6.594,0.10,0.09,1.01
6.595,0.11,0.08,1.01
6.596,0.11,0.08,1.01
6.614,0.10,0.07,1.02
6.615,0.10,0.07,1.02
6.616,0.10,0.06,1.02
6.616,0.10,0.08,1.03
6.635,0.10,0.09,1.04
6.636,0.12,0.09,1.04
6.636,0.12,0.09,1.05
6.637,0.14,0.08,1.06
6.654,0.14,0.09,1.07
6.655,0.13,0.09,1.07
6.655,0.11,0.08,1.07
6.656,0.10,0.08,1.07
6.675,0.09,0.08,1.07
6.676,0.09,0.09,1.08
6.676,0.08,0.09,1.09
6.676,0.07,0.08,1.10
6.694,0.06,0.07,1.13
6.695,0.05,0.08,1.14
6.696,0.06,0.08,1.18
6.696,0.06,0.08,1.21
6.715,0.05,0.09,1.24
6.716,0.06,0.10,1.26
6.716,0.07,0.11,1.26
6.716,0.08,0.12,1.28
6.737,0.09,0.13,1.26
6.737,0.10,0.12,1.26
6.738,0.11,0.12,1.23
6.738,0.10,0.11,1.19
6.755,0.08,0.11,1.17
6.756,0.08,0.12,1.14
6.756,0.04,0.11,1.13
6.757,0.03,0.11,1.13
6.775,0.00,0.10,1.13
6.776,-0.02,0.10,1.17
6.777,-0.03,0.09,1.20
6.777,-0.05,0.09,1.25
6.795,-0.09,0.08,1.30
6.796,-0.09,0.07,1.35
6.797,-0.09,0.08,1.38
6.797,-0.08,0.08,1.41
6.816,-0.08,0.09,1.42
6.817,-0.06,0.10,1.42
6.817,-0.03,0.11,1.41
6.818,0.00,0.10,1.37
6.836,0.03,0.11,1.30
6.836,0.03,0.11,1.21
6.837,0.03,0.11,1.16
6.837,0.03,0.11,1.10
6.861,0.01,0.11,1.06
6.862,0.01,0.11,1.03
6.862,-0.00,0.10,0.99
6.863,0.01,0.11,0.98
6.875,0.01,0.11,0.99
6.876,0.00,0.12,1.00
6.876,0.02,0.12,1.03
6.877,0.03,0.12,1.06
6.897,0.02,0.12,1.11
6.898,0.02,0.13,1.14
6.898,0.02,0.13,1.17
6.899,0.02,0.13,1.18
6.917,0.03,0.12,1.17
6.917,0.02,0.12,1.16
6.918,0.02,0.11,1.14
6.919,0.04,0.10,1.10
6.936,0.04,0.08,1.05
6.937,0.04,0.08,1.00
6.937,0.02,0.07,0.98
6.938,0.02,0.07,0.94
6.956,0.01,0.05,0.92
6.957,0.02,0.06,0.88
6.958,0.02,0.04,0.86
6.958,0.03,0.05,0.83
6.976,0.03,0.05,0.81
6.977,0.02,0.05,0.77
6.977,0.05,0.06,0.76
6.978,0.07,0.06,0.74
6.997,0.09,0.06,0.74
6.997,0.10,0.06,0.71
6.998,0.11,0.07,0.70
6.998,0.12,0.06,0.67
7.017,0.13,0.06,0.64
7.018,0.13,0.06,0.61
7.018,0.14,0.06,0.59
7.018,0.14,0.06,0.57
7.037,0.14,0.06,0.56
7.037,0.14,0.06,0.56
7.041,0.14,0.06,0.57
7.042,0.14,0.06,0.57
7.057,0.13,0.07,0.58
7.058,0.12,0.06,0.59
7.058,0.10,0.07,0.62
7.058,0.10,0.08,0.64
7.077,0.11,0.08,0.68
7.078,0.12,0.08,0.72
7.079,0.13,0.08,0.74
7.079,0.14,0.08,0.75
7.097,0.15,0.08,0.77
7.098,0.16,0.08,0.79
7.099,0.17,0.09,0.82
7.099,0.16,0.09,0.84
7.117,0.16,0.09,0.87
7.118,0.16,0.10,0.90
7.119,0.15,0.10,0.91
7.120,0.15,0.12,0.94
7.140,0.15,0.12,0.94
7.141,0.15,0.12,0.98
7.141,0.14,0.13,1.00
7.142,0.12,0.13,1.04
7.168,0.13,0.14,1.08
7.169,0.13,0.14,1.14
7.169,0.12,0.13,1.18
7.169,0.11,0.13,1.21
7.180,0.12,0.13,1.24
7.182,0.11,0.13,1.23
7.182,0.12,0.13,1.24
7.183,0.11,0.13,1.23
7.198,0.12,0.13,1.24
7.199,0.14,0.12,1.23
7.200,0.14,0.13,1.22
7.200,0.14,0.12,1.22
7.219,0.13,0.12,1.21
7.220,0.13,0.12,1.21
7.220,0.12,0.11,1.21
7.220,0.13,0.12,1.22
7.238,0.10,0.11,1.21
7.239,0.09,0.10,1.22
7.239,0.08,0.09,1.21
7.240,0.07,0.09,1.23
7.258,0.06,0.10,1.26
7.259,0.06,0.08,1.27
7.260,0.07,0.10,1.28
7.261,0.07,0.09,1.28
7.283,0.08,0.09,1.29
7.284,0.08,0.07,1.28
7.285,0.08,0.05,1.25
7.285,0.07,0.04,1.24
7.299,0.05,0.03,1.23
7.300,0.06,0.02,1.23
7.300,0.05,0.02,1.26
7.301,0.03,0.03,1.28
7.319,0.02,0.03,1.29
7.320,-0.00,0.03,1.33
7.320,-0.03,0.04,1.36
7.321,-0.05,0.05,1.41
7.339,-0.07,0.06,1.44
7.340,-0.07,0.07,1.48
7.340,-0.05,0.07,1.49
7.340,-0.04,0.08,1.47
7.360,-0.00,0.09,1.42
7.361,0.03,0.08,1.36
7.362,0.04,0.06,1.26
7.362,0.05,0.04,1.14
7.379,0.03,0.03,1.05
7.380,0.02,0.03,0.95
7.380,0.00,0.01,0.86
7.381,-0.01,0.00,0.78
7.399,-0.02,0.00,0.75
7.400,-0.03,-0.01,0.74
7.400,-0.04,-0.00,0.76
7.401,-0.04,0.00,0.81
7.424,-0.03,0.01,0.88
7.425,-0.02,0.00,0.94
7.426,-0.02,0.01,0.98
7.426,-0.01,0.01,1.03
7.450,-0.01,-0.00,1.07
7.451,-0.00,-0.01,1.08
7.451,-0.02,0.00,1.06
7.452,-0.01,0.01,1.08
7.463,-0.02,0.01,1.08
7.464,-0.01,0.01,1.09
7.464,-0.01,0.01,1.09
7.464,-0.01,0.02,1.10
7.480,-0.01,0.03,1.10
7.481,0.00,0.06,1.10
7.482,0.01,0.05,1.10
7.482,0.00,0.05,1.08
7.500,-0.00,0.04,1.06
7.501,-0.01,0.05,1.02
7.501,-0.01,0.05,0.96
7.502,-0.01,0.05,0.90
7.520,-0.02,0.05,0.86
7.520,-0.01,0.06,0.81
7.521,-0.01,0.06,0.77
7.521,0.01,0.07,0.73
7.540,0.03,0.06,0.70
7.540,0.06,0.07,0.68
7.545,0.07,0.08,0.66
7.545,0.08,0.07,0.66
7.567,0.10,0.07,0.65
7.568,0.10,0.07,0.64
7.569,0.10,0.07,0.63
7.570,0.09,0.07,0.63
7.580,0.09,0.07,0.62
7.581,0.10,0.07,0.62
7.581,0.09,0.07,0.63
7.582,0.09,0.07,0.65
7.600,0.10,0.07,0.66
7.601,0.11,0.07,0.66
7.602,0.12,0.08,0.68
7.602,0.12,0.08,0.68
7.621,0.12,0.08,0.70
7.622,0.12,0.09,0.71
7.622,0.11,0.08,0.73
7.622,0.11,0.10,0.77
7.641,0.11,0.10,0.82
7.642,0.11,0.09,0.85
7.643,0.11,0.10,0.88
7.643,0.13,0.09,0.92
7.663,0.13,0.08,0.95
7.664,0.14,0.08,0.96
7.665,0.15,0.08,0.98
7.665,0.14,0.07,0.99
7.701,0.13,0.07,1.00
7.702,0.13,0.07,1.01
7.702,0.12,0.06,1.01
7.703,0.12,0.05,1.02
7.703,0.11,0.05,1.03
7.704,0.11,0.05,1.02
7.704,0.11,0.07,1.04
7.705,0.10,0.07,1.05
7.721,0.11,0.06,1.08
7.722,0.12,0.07,1.09
7.723,0.14,0.08,1.10
7.723,0.15,0.08,1.13
7.742,0.16,0.08,1.12
7.743,0.18,0.09,1.14
7.744,0.19,0.09,1.14
7.744,0.19,0.09,1.13
7.762,0.18,0.09,1.12
7.763,0.17,0.08,1.10
7.763,0.15,0.08,1.10
7.763,0.14,0.08,1.09
7.782,0.12,0.06,1.09
7.783,0.11,0.06,1.10
7.783,0.08,0.06,1.10
7.784,0.07,0.06,1.12
7.802,0.07,0.06,1.15
7.802,0.07,0.06,1.20
7.803,0.08,0.07,1.24
7.803,0.10,0.07,1.29
7.825,0.12,0.08,1.29
7.826,0.15,0.09,1.29
7.826,0.16,0.09,1.27
7.826,0.16,0.09,1.25
7.850,0.15,0.09,1.22
7.850,0.15,0.09,1.19
7.851,0.13,0.09,1.17
7.851,0.10,0.09,1.15
7.862,0.08,0.11,1.15
7.863,0.05,0.09,1.17
7.863,0.01,0.10,1.20
7.863,-0.02,0.11,1.23
7.882,-0.06,0.11,1.30
7.883,-0.08,0.13,1.39
7.884,-0.10,0.13,1.47
7.884,-0.11,0.13,1.55
7.902,-0.13,0.14,1.60
7.903,-0.12,0.13,1.63
7.904,-0.11,0.15,1.62
7.904,-0.10,0.16,1.59
7.923,-0.07,0.15,1.50
7.924,-0.04,0.15,1.40
7.924,-0.03,0.16,1.27
7.925,-0.04,0.15,1.15
7.953,-0.05,0.15,1.05
7.954,-0.06,0.14,0.97
7.954,-0.07,0.13,0.88
7.955,-0.08,0.12,0.81
7.978,-0.09,0.13,0.76
7.979,-0.09,0.15,0.71
7.979,-0.10,0.15,0.70
7.979,-0.09,0.16,0.73
7.983,-0.11,0.17,0.79
7.984,-0.11,0.18,0.89
7.984,-0.11,0.17,0.99
7.984,-0.10,0.18,1.06
8.003,-0.11,0.18,1.13
8.004,-0.11,0.18,1.16
8.005,-0.11,0.18,1.19
8.005,-0.10,0.17,1.21
8.023,-0.09,0.17,1.19
8.025,-0.08,0.16,1.15
8.025,-0.07,0.15,1.10
8.026,-0.07,0.14,1.05
8.043,-0.08,0.14,0.99
8.044,-0.07,0.14,0.93
8.048,-0.05,0.12,0.88
8.048,-0.04,0.11,0.84
8.063,-0.04,0.11,0.79
8.065,-0.04,0.11,0.76
8.065,-0.00,0.10,0.73
8.066,-0.00,0.11,0.71
8.083,-0.01,0.10,0.71
8.084,0.01,0.10,0.73
8.085,0.02,0.10,0.72
8.085,0.03,0.10,0.73
8.110,0.03,0.10,0.73
8.111,0.04,0.10,0.74
8.112,0.05,0.10,0.76
8.112,0.06,0.09,0.78
8.124,0.07,0.08,0.78
8.124,0.07,0.08,0.79
8.125,0.08,0.08,0.77
8.125,0.08,0.09,0.76
8.144,0.08,0.07,0.75
8.145,0.09,0.07,0.73
8.145,0.09,0.06,0.71
8.146,0.09,0.06,0.71
8.164,0.09,0.06,0.71
8.165,0.09,0.06,0.72
8.166,0.10,0.06,0.74
8.166,0.12,0.05,0.75
8.300,0.12,0.06,0.78
8.301,0.13,0.05,0.81
8.302,0.11,0.07,0.83
8.302,0.11,0.07,0.86
8.305,0.11,0.07,0.91
8.306,0.12,0.07,0.93
8.306,0.11,0.07,0.96
8.307,0.11,0.07,0.98
8.307,0.10,0.09,1.01
8.307,0.09,0.08,1.03
8.308,0.11,0.07,1.04
8.308,0.11,0.07,1.05
8.309,0.11,0.08,1.04
8.309,0.11,0.09,1.01
8.309,0.11,0.08,1.00
8.310,0.11,0.09,1.00
8.310,0.11,0.09,1.00
8.310,0.12,0.10,1.01
8.311,0.12,0.10,1.00
8.311,0.11,0.10,0.99
8.312,0.12,0.11,0.98
8.312,0.12,0.09,0.96
8.312,0.13,0.11,0.97
8.312,0.14,0.10,0.97
8.313,0.14,0.11,0.99
8.313,0.15,0.10,0.99
8.313,0.15,0.09,1.00
8.320,0.15,0.10,1.00
8.321,0.16,0.09,1.00
8.322,0.16,0.08,1.01
8.322,0.17,0.08,1.03
8.340,0.17,0.09,1.05
8.341,0.16,0.07,1.05
8.342,0.15,0.07,1.04
8.342,0.14,0.07,1.04
8.360,0.13,0.06,1.04
8.361,0.12,0.06,1.04
8.361,0.13,0.06,1.04
8.362,0.11,0.06,1.07
8.380,0.10,0.06,1.08
8.381,0.09,0.06,1.11
8.382,0.08,0.06,1.14
8.382,0.07,0.07,1.16
8.418,0.09,0.06,1.18
8.419,0.11,0.04,1.19
8.419,0.11,0.04,1.20
8.420,0.11,0.03,1.19
8.420,0.10,0.03,1.15
8.421,0.09,-0.00,1.10
8.421,0.08,-0.02,1.04
8.422,0.07,-0.01,1.03
8.444,0.03,-0.00,1.07
8.445,0.00,0.01,1.15
8.446,-0.02,0.01,1.26
8.446,-0.06,0.02,1.34
8.461,-0.09,0.06,1.47
8.462,-0.12,0.08,1.59
8.462,-0.14,0.10,1.69
8.463,-0.14,0.12,1.74
8.482,-0.13,0.11,1.74
8.482,-0.12,0.09,1.69
8.483,-0.10,0.09,1.62
8.483,-0.11,0.08,1.52
8.501,-0.12,0.07,1.39
8.501,-0.12,0.06,1.26
8.502,-0.12,0.04,1.15
8.502,-0.12,0.03,1.08
8.521,-0.14,0.02,1.00
8.522,-0.15,0.01,0.96
8.522,-0.18,0.02,0.91
8.522,-0.20,0.02,0.90
8.550,-0.20,0.02,0.89
8.551,-0.21,0.02,0.91
8.551,-0.22,0.00,0.93
8.555,-0.24,0.01,1.00
8.562,-0.24,0.02,1.08
8.563,-0.22,0.02,1.17
8.563,-0.21,0.02,1.27
8.564,-0.20,0.04,1.31
8.581,-0.19,0.05,1.32
8.582,-0.19,0.05,1.35
8.583,-0.16,0.05,1.35
8.583,-0.14,0.05,1.35
8.602,-0.12,0.07,1.33
8.603,-0.10,0.08,1.30
8.603,-0.08,0.07,1.29
8.603,-0.09,0.07,1.22
8.622,-0.10,0.07,1.15
8.623,-0.12,0.05,1.06
8.624,-0.13,0.06,0.99
8.624,-0.12,0.05,0.91
8.642,-0.11,0.04,0.84
8.642,-0.11,0.03,0.78
8.643,-0.08,0.03,0.74
8.643,-0.09,0.03,0.72
8.663,-0.07,0.03,0.71
8.664,-0.08,0.03,0.73
